id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,parameter_class,ebola_variant,other_delay,article_qa_score
55807ac2402d1d0e8f91c6b2a0907f11,3f4e714671ec51d586f1912385fa0759,16757,Ebola virus,Seroprevalence - IgG,NA,0,Percentage (%),40.1,97.7,Other,NA,NA,40.1,97.7,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,Unspecified,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,Other,NA,NA,481,Sierra Leone,Makeni,NA,Mar,2017,NA,Mar,2017,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Zaire Ebola virus (EBOV),NA to NA,40
313b32bdbe0d86130aeb5a5db818b98d,b57189a979bb78f1af5b70b9737fc816,16787,Ebola virus,Reproduction number (Basic R0),1.83,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,230000,Congo; Dem. Rep.,Beni; Kalunguta,4,Aug,2019,10,Jan,2019,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA to NA,71.42857142857143
313b32bdbe0d86130aeb5a5db818b98d,8f44eac8be371709e62fb827bcbf5f68,16787,Ebola virus,Reproduction number (Basic R0),1.9,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,230000,Congo; Dem. Rep.,Beni; Kalunguta,4,Aug,2019,10,Jan,2019,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA to NA,71.42857142857143
5a2c6c8cd48739474531cce6071a17ca,8fd7216c813d172f94bafe0b61ab9dcc,16915,Ebola virus,Mutations – substitution rate,0.84,-3,Substitutions/site/year,NA,NA,Mean,NA,NA,0.11,2.1,CRI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Unspecified,Unspecified,2,77,12,Congo; Dem. Rep.,NA,3,Nov,2007,10,Sep,2012,Whole genome,TRUE,NA,NA,FALSE,FALSE,Mutations,Bundibugyo virus (BDBV) ,NA to NA,100
ca83220b61682e3d99f1bef22f2fc63b,1f5fd14de10b26d037da91f3f0df9f8e,16951,Ebola virus,Human delay - Symptom Onset/Fever to Reporting,6,0,NA,NA,NA,NA,NA,NA,3,9,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,Congo; Dem. Rep.,"in North
Kivu and Ituri provinces",NA,NA,NA,7,May,2019,NA,FALSE,Symptom Onset/Fever,Reporting,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),Symptom Onset/Fever to Reporting,14.285714285714285
ca83220b61682e3d99f1bef22f2fc63b,c51ed311e1ce2c5b2d7d959ece111997,16951,Ebola virus,Human delay - other human delay (go to section),NA,0,NA,2,21,NA,NA,NA,2,21,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,Congo; Dem. Rep.,"in North
Kivu and Ituri provinces",NA,NA,NA,7,May,2019,NA,FALSE,Seeking Care,Symptom Onset/Fever,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),Seeking Care to Symptom Onset/Fever,14.285714285714285
566d1f9e577a54957e1784a37601ebe5,c8f7da0c1e559e857f7d759cf2242a8e,17054,Ebola virus,Severity - case fatality rate (CFR),NA,0,Percentage (%),33.3,80.1,Unspecified,NA,NA,33.3,80.1,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,Other,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Hospital based,Unspecified,NA,NA,727,Liberia,ELWA-3 ETU; Monrovia,28,Aug,2014,18,Dec,2014,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Zaire Ebola virus (EBOV),NA to NA,NA
566d1f9e577a54957e1784a37601ebe5,029824e8d963439863d020c00750109d,17054,Ebola virus,Human delay - time in care (length of stay),11,0,Days,NA,NA,Median,6,Other,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Unspecified,NA,NA,NA,Liberia,ELWA-3 ETU; Monrovia,28,Aug,2014,18,Dec,2014,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),NA to NA,NA
566d1f9e577a54957e1784a37601ebe5,7928c85202fb6e2930ecb042c8a09b86,17054,Ebola virus,Human delay - time in care (length of stay),4,0,Days,NA,NA,Median,5,Other,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Unspecified,NA,NA,NA,Liberia,ELWA-3 ETU; Monrovia,28,Aug,2014,18,Dec,2014,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),NA to NA,NA
566d1f9e577a54957e1784a37601ebe5,7bc732bba9c8a86b1455e303a7db9275,17054,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Unspecified,NA,NA,727,Liberia,ELWA-3 ETU; Monrovia,28,Aug,2014,18,Dec,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,NA
566d1f9e577a54957e1784a37601ebe5,dd06ae03b13dd2a600aa071c5d3ddfb5,17054,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,NA,0,NA,3.7,6.8,NA,NA,NA,0.4,11,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,Other;Time,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Hospital based,Unspecified,NA,NA,727,Liberia,ELWA-3 ETU; Monrovia,28,Aug,2014,18,Dec,2014,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,TRUE,Human delay,Zaire Ebola virus (EBOV),Symptom Onset/Fever to Admission to Care/Hospitalisation,NA
aeb5d6c044d133fd19570dcc48c3d99b,67e7bc11e2dcb5eb908f0322d0839248,17077,Ebola virus,Human delay - serial interval,15.3,0,Days,NA,NA,Mean,7.3,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Time,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,1426,Congo; Dem. Rep.,Butembo coordination hub,NA,Aug,2018,NA,Sep,2019,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA to NA,42.857142857142854
aeb5d6c044d133fd19570dcc48c3d99b,4fc3e713d2e22bed9aef7d0796dbc8f5,17077,Ebola virus,Reproduction number (Basic R0),NA,0,No units,0.88,1.22,Median,NA,NA,0.76,1.31,CI95%,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Renewal equations / Branching process,Time,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,1426,Congo; Dem. Rep.,Butembo coordination hub,NA,Aug,2018,NA,Sep,2019,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA to NA,42.857142857142854
f9a0e504487da960ab6555bddc1db32f,8ce9b69efe74ed33b783647d4cda0036,17096,Ebola virus,Human delay - incubation period,0.0028,0,Per week,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,Congo; Dem. Rep.,North and South Kivu,NA,May,2019,NA,Jun,2020,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA to NA,57.14285714285714
793f69a2236b78876e97700de9b2e949,97d7c852528c9687762ded57b560b8d7,17097,Ebola virus,Human delay - infectious period,0.33,0,Per week,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,Congo; Dem. Rep.,North and South Kivu,NA,May,2019,NA,Jun,2020,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA to NA,28.57142857142857
793f69a2236b78876e97700de9b2e949,b25f5dddb7001430f5eadbf0efa8fcad,17097,Ebola virus,Reproduction number (Basic R0),NA,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,Congo; Dem. Rep.,North and South Kivu,NA,May,2019,NA,Jun,2020,NA,FALSE,NA,NA,FALSE,TRUE,Reproduction number,Unspecified,NA to NA,28.57142857142857
ca194849637be334fba1dd76f1a3cb79,6649e44ac37e557c658f748e690305b5,17111,Ebola virus,Attack rate,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,11903,Sierra Leone,NA,NA,May,2014,NA,Sep,2015,NA,FALSE,NA,NA,FALSE,TRUE,Attack rate,Unspecified,NA to NA,100
ca194849637be334fba1dd76f1a3cb79,cd97e6ee4edb4956f58c5587b2cd4256,17111,Ebola virus,"Reproduction number (Effective, Re)",NA,0,No units,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,Renewal equations / Branching process,Region;Time,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,11903,Sierra Leone,NA,NA,May,2014,NA,Sep,2015,NA,FALSE,NA,NA,FALSE,TRUE,Reproduction number,Unspecified,NA to NA,100
c274ce9af628ac58d72927b16f0ed37d,e91236e0a54d7c2adab95cf158373be3,17137,Ebola virus,Severity - case fatality rate (CFR),25.9,0,Percentage (%),0.56,100,Unspecified,NA,NA,0.56,100,Range,279,1077,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,Age;Occupation;Other;Sex;Symptoms,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,0,83,1077,Sierra Leone,NA,NA,Jun,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,100
c274ce9af628ac58d72927b16f0ed37d,5f5762965ff2611b489016a589528b86,17137,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Occupation;Other;Sex,Other,Significant,Not adjusted,Both,Hospital based,Persons under investigation,0,83,1077,Sierra Leone,NA,NA,Jun,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
c274ce9af628ac58d72927b16f0ed37d,3b0a4bcdf62c73266bdb8262615d5055,17137,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,0,83,1077,Sierra Leone,NA,NA,Jun,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
c274ce9af628ac58d72927b16f0ed37d,fffad3645583dada917926483d7f1f5c,17137,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Other,NA,Significant,Adjusted,Both,Hospital based,Persons under investigation,0,83,1077,Sierra Leone,NA,NA,Jun,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
c274ce9af628ac58d72927b16f0ed37d,3d0eef5996d1fd9548fffda4d3b8ad85,17137,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Occupation;Other;Sex,Education;Healthcare;Other,Not significant,Adjusted,Both,Hospital based,Persons under investigation,0,83,1077,Sierra Leone,NA,NA,Jun,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,100
38f4315673401faec6e876a2f5f344c0,db9ca3dc88c47559f8275bcbcb2636e9,17138,Ebola virus,Severity - case fatality rate (CFR),26.4,0,Percentage (%),3.2,100,Unspecified,NA,NA,3.2,100,Range,248,938,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,Age;Occupation;Other;Sex;Symptoms,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,15,NA,938,Sierra Leone,NA,NA,Jun,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,80
38f4315673401faec6e876a2f5f344c0,2c7571087406533f17283c5e35bf04cd,17138,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Other,NA,Significant,Adjusted,Both,Hospital based,Persons under investigation,15,NA,938,Sierra Leone,NA,NA,Jun,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,80
38f4315673401faec6e876a2f5f344c0,219e516f95f4e33978735d1719e179d7,17138,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Other;Sex,NA,Not significant,Adjusted,Both,Hospital based,Persons under investigation,15,NA,938,Sierra Leone,NA,NA,Jun,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,80
507fcae9aa274c858463071c68f8a2bb,8378bcd006def3eced1fffdebb6b8081,17139,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Close contact;Cormobidity;Funeral;Household contact,NA,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,NA,NA,205,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,80
507fcae9aa274c858463071c68f8a2bb,8cd9e732d7be7f645f10deef3bfb5da5,17139,Ebola virus,Human delay - Symptom Onset/Fever to Recovery/non-Infectiousness,14,0,Days,NA,NA,Median,NA,NA,9,20,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,105,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,Symptom Onset/Fever,Recovery/non-Infectiousness,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Recovery/non-Infectiousness,80
507fcae9aa274c858463071c68f8a2bb,69cbf62f11b855d0490d950e55aa4cde,17139,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,6,0,Days,6,8,Median,NA,NA,3,11,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,205,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Admission to Care/Hospitalisation,80
507fcae9aa274c858463071c68f8a2bb,dad2dbc3622b784e95891c45a6fbb3a7,17139,Ebola virus,Human delay - other human delay (go to section),3,0,Days,NA,NA,Median,NA,NA,2,4,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,205,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,Test,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Unspecified,Test to Admission to Care/Hospitalisation,80
507fcae9aa274c858463071c68f8a2bb,df910d7c2602c2e46a2ba0cea4f56b01,17139,Ebola virus,Human delay - other human delay (go to section),0,0,Days,NA,NA,Median,NA,NA,0,2,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,105,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,Recovery/non-Infectiousness,Test result,FALSE,FALSE,Human delay,Unspecified,Recovery/non-Infectiousness to Test result,80
507fcae9aa274c858463071c68f8a2bb,149b0b01279adf827476115440125d40,17139,Ebola virus,Human delay - other human delay (go to section),1,0,Days,NA,NA,Median,NA,NA,1,3,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,105,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,Recovery/non-Infectiousness,Discharge from Care/Hospital,FALSE,FALSE,Human delay,Unspecified,Recovery/non-Infectiousness to Discharge from Care/Hospital,80
507fcae9aa274c858463071c68f8a2bb,51186e1fa0bf588c127b7ebcfa4026b1,17139,Ebola virus,Human delay - Death to Burial,0,0,Days,NA,NA,Median,NA,NA,0,1.32,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,99,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,Death,Burial,FALSE,FALSE,Human delay,Unspecified,Death to Burial,80
507fcae9aa274c858463071c68f8a2bb,ff20e2ded06494382979e55c777c25fc,17139,Ebola virus,Human delay - time in care (length of stay),6,0,Days,NA,NA,Median,NA,NA,3,11,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,205,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA to NA,80
507fcae9aa274c858463071c68f8a2bb,a54b5bfa5d8f7cf3d51e452d289aa607,17139,Ebola virus,Human delay - Admission to Care/Hospitalisation to Recovery/non-Infectiousness,10.5,0,Days,NA,NA,Median,NA,NA,4,14,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,105,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,Admission to Care/Hospitalisation,Recovery/non-Infectiousness,FALSE,FALSE,Human delay,Unspecified,Admission to Care/Hospitalisation to Recovery/non-Infectiousness,80
507fcae9aa274c858463071c68f8a2bb,af85251f6557d7b1c65a86ac8f34c716,17139,Ebola virus,Severity - case fatality rate (CFR),48.3,0,Percentage (%),9.5,100,Unspecified,NA,NA,9.5,100,Range,99,205,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Adjusted,NA,Age;Occupation;Other;Region;Sex,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,205,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,80
507fcae9aa274c858463071c68f8a2bb,6468f7044e202c51c69ce7530f9d99ad,17139,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Occupation;Other;Sex,Other,Not significant,Adjusted,Both,Hospital based,Persons under investigation,NA,NA,205,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,80
507fcae9aa274c858463071c68f8a2bb,d67a7e77bdd40b7b2cd456d1a0619be2,17139,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Other,Other,NA,Significant,Adjusted,Both,Hospital based,Persons under investigation,NA,NA,105,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,80
507fcae9aa274c858463071c68f8a2bb,6497e60a8092b0126e2a85efa9814ec3,17139,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Other,Age;Occupation;Other;Sex,Other,Not significant,Adjusted,Both,Hospital based,Persons under investigation,NA,NA,105,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,80
507fcae9aa274c858463071c68f8a2bb,8c023b3165db938f7f41cce7a68b062d,17139,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Other,Age;Occupation;Other,Other,Significant,Adjusted,Both,Hospital based,Persons under investigation,NA,NA,99,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,80
507fcae9aa274c858463071c68f8a2bb,29ababb48ec81244cc60a973085bb4e1,17139,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Other,Occupation;Other;Sex,Other,Not significant,Adjusted,Both,Hospital based,Persons under investigation,NA,NA,99,Sierra Leone,Kenema,13,Sep,2014,26,Nov,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,80
4fe96580878001ce18876fc7abb595d0,486a5862b8a3bd39b044319d547aad16,17157,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Other,Other,NA,Significant,Not adjusted,Both,Hospital based,Persons under investigation,NA,NA,257,Congo; Dem. Rep.,Butembo; Katwa,30,Mar,2019,3,Aug,2019,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,100
4fe96580878001ce18876fc7abb595d0,3caf6baecdf5913f1d6213c0ab3e235e,17157,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Other,Other,NA,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,NA,NA,130,Congo; Dem. Rep.,Butembo; Katwa,30,Mar,2019,3,Aug,2019,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,100
4fe96580878001ce18876fc7abb595d0,7edcca04aaab6ebba30b17b03998d77e,17157,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,4,0,Days,NA,NA,Median,NA,NA,3,6,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,213,Congo; Dem. Rep.,Butembo; Katwa,30,Mar,2019,3,Aug,2019,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),Symptom Onset/Fever to Admission to Care/Hospitalisation,100
