article_id,parameter_type,parameter_from_figure,parameter_value,parameter_lower_bound,parameter_upper_bound,inverse_param,parameter_unit,parameter_value_type,method_from_supplement,parameter_statistical,parameter_uncertainty_singe_type,parameter_uncertainty_single_value,parameter_uncertainty_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,distribution_type,distribution_par1_value,parameter_paired,parameter_type_2,parameter_value_2,parameter_range_low_2,parameter_range_upper_2,parameter_inverse_2,parameter_unit_2,parameter_value_type_2,parameter_supplement_2,parameter_statistical_2,parameter_unc_single_type_2,parameter_unc_single_value_2,parameter_unc_pair_type_2,parameter_unc_pair_value_low_2,parameter_unc_pair_value_up_2,distribution_par2_type,distribution_par2_value,genome_site,genomic_sequence_available,method_r,r_pathway,parameter_hd_from,other_delay_start,parameter_hd_to,other_delay_end,cfr_ifr_numerator,cfr_ifr_denominator,cfr_ifr_method,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,method_disaggregated,method_disaggregated_by,method_disaggregated_only,parameter_context_human,parameter_context_nonhuman,parameter_context_genotype,population_sex,population_sample_size,parameter_context_sample_type,population_sample_type,population_group,population_age_min,population_age_max,population_country,population_location,data_available ,parameter_notes,exponent,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,parameter_data_id,id
40,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,101,NA,NA,NA,NA,NA,NA,No,No,NA,Not human,Thraupidae,NA,Unspecified,101,sera,Non-human,Non-human,NA,NA,Brazil,Quatro Bocas and surrounding forests,Not available,NA,0,NA,NA,NA,NA,NA,NA,ff1bc655-a868-4173-a46d-10f5c9c69f4a,ef3b93b6-419d-4cce-9f45-1ef3f3087b85
40,Seroprevalence - PRNT,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,No,No,NA,Not human,Fringillidae,NA,Unspecified,2,sera,Non-human,Non-human,NA,NA,Brazil,Quatro Bocas and surrounding forests,Not available,"""When attempts to confirm positive sera by N tests were made, only a single serum of the Fringillidae and one of the Thraupidae remained positive.""",0,NA,NA,NA,NA,NA,NA,18,ef3b93b6-419d-4cce-9f45-1ef3f3087b85
40,Seroprevalence - PRNT,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,No,No,NA,Not human,Thraupidae,NA,Unspecified,3,sera,Non-human,Non-human,NA,NA,Brazil,Quatro Bocas and surrounding forests,Not available,"""When attempts to confirm positive sera by N tests were made, only a single serum of the Fringillidae and one of the Thraupidae remained positive.""",0,NA,NA,NA,NA,NA,NA,19,ef3b93b6-419d-4cce-9f45-1ef3f3087b85
43,Infection prevalence - PCR [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,165,NA,NA,NA,NA,NA,NA,Yes,NA,Age,Human,NA,NA,Both,165,CSF,Hospital based,Other,1,70,Brazil,Manaus,Unspecified,other' - people in hospital with CNS viral infection. Values given in text,0,NA,1,2010,NA,8,2012,2fab6d2c-e226-4763-a77d-0e327fb4b02c,fcc1bf64-5314-4961-b72c-7104b8cf0c10
43,Infection prevalence - PCR [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,41,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,41,CSF,Hospital based,Other,1,15,Brazil,Manaus,Unspecified,other' - people in hospital with CNS viral infection. Values numerators from Table 2,0,NA,1,2010,NA,8,2012,903ce0aa-0f62-4e01-ad61-ee40b5b07077,fcc1bf64-5314-4961-b72c-7104b8cf0c10
43,Infection prevalence - PCR [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,124,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,124,CSF,Hospital based,Other,16,70,Brazil,Manaus,Unspecified,other' - people in hospital with CNS viral infection. Values numerators from Table 2,0,NA,1,2010,NA,8,2012,71780c9e-7fc4-4f3b-a7f7-38f4fa70e3a4,fcc1bf64-5314-4961-b72c-7104b8cf0c10
47,Seroprevalence - HAI/HI,TRUE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Both,523,blood,Household based,Unspecified,NA,NA,Brazil,IlhÃ©us and Una; Southern Bahia Atlantic Forest domain,Unspecified,"Positives given in Figure 4. Don't have just a positive or negative, only have 'heterotypic' or 'monotypic' reactions",0,NA,NA,NA,NA,NA,NA,922b49ee-1e97-4505-868c-c9cc0ac99d92,168c1e64-9451-4d45-95e6-0ff7f4bab0b7
48,Seroprevalence - IgG,FALSE,35,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,492,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,492,sera,Community based,Unspecified,0,NA,Peru,Villa Punchana; Amazon River basin,Unspecified,NA,0,NA,NA,1992,NA,NA,1992,835e675c-8f58-4e50-8d3f-10d1f0097446,354143e5-0f86-4001-97c5-b6f33efa2ec5
48,Seroprevalence - IgG,FALSE,18,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,567,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Unspecified,567,serum,Community based,Unspecified,NA,NA,Peru,Primavera; Amazon River basin,Unspecified,NA,0,NA,NA,1992,NA,NA,1992,af557851-1526-4337-8b4c-788a03a57a93,354143e5-0f86-4001-97c5-b6f33efa2ec5
48,Seroprevalence - IgG,FALSE,29,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,321,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,321,serum,Community based,Unspecified,NA,NA,Peru,Padre Cocha; Amazon River basin,Unspecified,Area specified as 'forest' so have selected rural,0,NA,NA,1992,NA,NA,1992,28fd8422-291e-4d51-ae9a-353df40da628,354143e5-0f86-4001-97c5-b6f33efa2ec5
48,Seroprevalence - IgG,FALSE,24,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,137,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,104,serum,Community based,Unspecified,NA,NA,Peru,Manacamiri; Amazon River basin,Unspecified,Area specified as 'forest' so have selected rural,0,NA,NA,1992,NA,NA,1992,9b147440-d0d3-4514-a40c-f8acacbb2704,354143e5-0f86-4001-97c5-b6f33efa2ec5
48,Seroprevalence - IgG,FALSE,46,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,99,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,99,serum,Community based,Unspecified,NA,NA,Peru,Porvenir; Amazon River basin,Unspecified,Area specified as 'forest' so have selected rural,0,NA,NA,1992,NA,NA,1992,a2305f42-fbfd-43e3-bd81-c82e6b4b2fcd,354143e5-0f86-4001-97c5-b6f33efa2ec5
48,Seroprevalence - PRNT,FALSE,92,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,48,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,48,serum,Community based,Unspecified,NA,NA,Peru,Amazon River basin,Unspecified,"""Confirmation of the identity of ORO antibody. Among the 449 sera that were positive for ORO antibody by the ELISA, 48 (1 1%) were selected at random from the different communities to test in the PRNT. Of these, 44 (92%) were positive indicating that most of the antibody detected by the ELISA was specific for ORO viral infection.""",0,NA,NA,1992,NA,NA,1992,569ae033-73f3-479f-a3a8-618b1824a044,354143e5-0f86-4001-97c5-b6f33efa2ec5
48,Seroprevalence - IgG,FALSE,28,3,80,FALSE,Percentage (%),Central - unspecified,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,1616,NA,NA,NA,NA,NA,NA,Yes,NA,"Age,Occupation,Sex,Other",Human,NA,NA,Both,1616,blood,Community based,Unspecified,0,NA,Peru,Amazon River basin,Unspecified,Other' disaggregation includes: race; birthplace; water source; type of bathroom; size of household; length of residence. Range from Table 2.,0,NA,NA,1992,NA,NA,1992,b73b1fe4-734f-49d9-ba42-c4b52a1c03db,354143e5-0f86-4001-97c5-b6f33efa2ec5
48,Risk factors,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Occupation,Sex,Other",Livestock and animal herders,Significant,Not adjusted,NA,NA,NA,Human,NA,NA,Both,1616,blood,Community based,Unspecified,NA,NA,Peru,Amazon River basin,Not available,Other' - race; birthplace; water source; type of bathroom; years of residence,0,NA,NA,1992,NA,NA,1992,375b07ab-5cf9-4363-91f1-d7ae3196df6a,354143e5-0f86-4001-97c5-b6f33efa2ec5
48,Risk factors,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Age,Occupation,Other",Livestock and animal herders,Significant,Adjusted,NA,NA,NA,Human,NA,NA,Both,NA,blood,Community based,Unspecified,NA,NA,Peru,Amazon River basin,Unspecified,'other' - location,0,NA,NA,1992,NA,NA,1992,75f25a82-ac45-4867-80f4-0725b83f4da4,354143e5-0f86-4001-97c5-b6f33efa2ec5
48,Risk factors,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Serology,"Occupation,Other",Livestock and animal herders,Not significant,Not adjusted,NA,NA,NA,Human,NA,NA,Both,NA,blood,Community based,Other,NA,NA,Peru,Amazon River basin,Unspecified,'other' population is people who tested negative first time round in 1992,0,NA,NA,1993,NA,NA,1993,4e747a12-efbd-4952-846a-eaacd1149f80,354143e5-0f86-4001-97c5-b6f33efa2ec5
67,Infection prevalence - PCR [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,Culex quinquefasciatus,Lineage 1A,Male,NA,Viral nucleic acid,Non-human,Non-human,NA,NA,Brazil,CÃ¡ceres; CuiabÃ¡; RondonÃ³polis; Sinop; Mato Grosso State,Unspecified,Presence of OROV detected in one pool of mosquitoes in 3 Barras in November 2017,0,NA,2,2017,NA,1,2018,a8fccf9e-bc94-46d8-9bc1-b9bae526d386,1fa469b6-b7df-4a4c-8b1c-97f16d1dda50
67,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,Aedes Aegypti,Genotype 1A,Male,NA,Viral nucleic acid,Non-human,Non-human,NA,NA,Brazil,"CÃ¡ceres, CuiabÃ¡, RondonÃ³polis and Sinop; Mato Grosso State",Unspecified,Pool of mosquitoes tested positive for OROV in Florianopolis in Jan 2018,0,NA,2,2017,NA,1,2018,4e309884-4227-4d5e-b173-feb5ab1126df,1fa469b6-b7df-4a4c-8b1c-97f16d1dda50
68,Infection prevalence - PCR [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,Genotype 1A,Both,6,cerebral spinal fluid,Hospital based,Other,0,40,Brazil,Cuiaba; MT,Unspecified,NA,0,NA,1,2019,NA,5,2019,522ef163-f042-4c13-bbf3-29f375f6ee98,9e84385c-a5af-41fe-94ea-5752eea2b8b4
34,Attack rate,FALSE,NA,17,46,FALSE,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,"Age,Sex",Human,NA,NA,Both,430,NA,Household based,General population,NA,NA,Brazil,Santarem,Not available,NA,0,4,7,1975,NA,9,1975,1e1ad0cf-4ed9-4e37-b9e5-7a7d75db5b43,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,1,NA,NA,FALSE,Percentage (%),Unspecified,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,"Inland, east Santarem",Not available,NA,0,4,7,1975,8,7,1975,893d0c74-fd8a-4e62-a0cd-0c7f16bba9ca,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,3,NA,NA,FALSE,Percentage (%),Unspecified,NA,Estimated model parameter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,"Inland, central Santarem",Not available,NA,0,4,7,1975,8,7,1975,569edc61-7169-4e4f-ab23-2f2095043ab7,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,40,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,"Inland, west Santarem",Not available,NA,0,4,7,1975,8,7,1975,6ffe4854-0e9c-4a06-b30b-e976c61def85,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Riverfront; east Santarem,Not available,NA,0,4,7,1975,8,7,1975,c09636a6-bbd0-46f3-b025-5157a911bed6,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,22,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Riverfront; central Santarem,Not available,NA,0,4,7,1975,8,7,1975,fffe428e-601f-45ae-9c86-830648dc0ff5,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,37,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Riverfront; west Santarem,Not available,NA,0,4,7,1975,8,7,1975,f75c3db5-8df0-4b9a-a072-13227a4a284a,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Highway; outside Santarem,Not available,NA,0,4,7,1975,8,7,1975,c907a9e8-38eb-427e-8e4d-cd4b7db98117,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Inland; east Santarem,Not available,NA,0,NA,9,1975,NA,9,1975,73bef59d-67ee-4b92-8483-66ad5dbfddc2,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,3,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Inland; central Santarem,Not available,NA,0,NA,9,1975,NA,9,1975,0bc84a57-d267-4d70-b2c2-3cda10063270,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,44,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Inland; west Santarem,Not available,NA,0,NA,9,1975,NA,9,1975,1efd5dc0-8d6b-4bca-ae3d-93ffd55c4524,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Riverfront; east Santarem,Not available,NA,0,NA,9,1975,NA,9,1975,d3c23acb-1636-46fa-a694-166bbb422450,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,34,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Riverfront; central Santarem,Not available,NA,0,NA,9,1975,NA,9,1975,eab73d3e-34a0-47f5-8c46-050777ffa2df,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,39,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Riverfront; west Santarem,Not available,NA,0,NA,9,1975,NA,9,1975,9832786c-b26c-4466-8e2a-7f17f83149cd,6954f240-3933-4645-bbfd-dde17bc1ba47
34,Seroprevalence - HAI/HI,FALSE,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,NA,serum,Household based,General population,NA,NA,Brazil,Highway; outside Santarem,Not available,NA,0,NA,9,1975,NA,9,1975,ff1f1ff2-f022-4e4d-ac0d-e39ab1711e6a,6954f240-3933-4645-bbfd-dde17bc1ba47
38,Seroprevalence - HAI/HI,FALSE,82.7,55.5,100,FALSE,Percentage (%),Unspecified,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,296,Naive,NA,NA,NA,NA,NA,Yes,No,"Age,Sex",Human,NA,NA,Both,296,serum,Household based,General population,NA,NA,Brazil,Serra Pelada,Not available,"""Serological testing showed that 245 (82.8%) of the 296 serum samples had antibodies indicating
recent infections with the Oropouche virus.""",0,8,12,1994,22,12,1994,237d4a75-64f7-4443-8d71-c463f3bf3e37,de75641f-9267-40cc-859d-eb7a0fc3f407
38,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,54,Naive,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,54,serum,Community based,Persons under investigation,NA,NA,Brazil,Serra Pelada,Not available,"""From febrile patients, ten Oropouche virus strains were obtained.""",0,8,12,1994,22,12,1994,20,de75641f-9267-40cc-859d-eb7a0fc3f407
75,Human delay - symptom onset>discharge/recovery,FALSE,3,NA,NA,FALSE,Days,Case Study,No,Case study [Oropouche ONLY],NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Male,1,NA,Other,Persons with symptoms,24,24,Trinidad and Tobago,Vega de Oropouche,Unspecified,NA,0,26,9,1955,26,9,1955,f5e46cb5-0c3b-41e6-bcde-9ee1bcb49435,ff9ce222-e2a3-4913-b082-5b3a8bf576cc
75,Seroprevalence - Unspecified,FALSE,NA,NA,NA,FALSE,NA,Other,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,46,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,46,serum,Trade / business based,Outdoor workers,NA,NA,Trinidad and Tobago,NA,Unspecified,NA,0,NA,NA,NA,NA,NA,NA,cdd0294b-7946-42f4-820a-7541402c90ea,ff9ce222-e2a3-4913-b082-5b3a8bf576cc
