id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,parameter_class,ebola_variant,other_delay,delay_short,delay_start,other_rf_outcome,attack_rate_type,survey_start_date,survey_end_date,survey_date,parameter_bounds,comb_uncertainty_type,comb_uncertainty,article_qa_score,outbreak,ebola_species
6aa39120e54f69fd0f692acf6fc4255e,5ce64e1339e47e80c9107429bf778e51,18103,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Other,TRUE,FALSE,Other,Age;Close contact;Funeral;Other;Sex,NA,Significant,Not adjusted,Both,Hospital based,Persons under investigation,NA,NA,24666,DRC,"North-Kivu, Ituri",1,Aug,2018,28,Aug,2019,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,Testing positive out of all individuals with possible infection,NA,1 Aug 2018,28 Aug 2019,1 Aug 2018 - 28 Aug 2019,NA,NA,NA,60,"DRC, 2018-2020",Zaire
adfecfbe7ce3bcc74b77ac04fe0e26d6,e4118492115886010b23aa444bbff4aa,18104,Ebola virus,Severity - case fatality rate (CFR),50,0,Percentage (%),NA,NA,Other,NA,NA,NA,NA,NA,4,8,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DRC,Likati,27,Mar,2017,1,Jul,2017,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Zaire Ebola virus (EBOV),NA,NA,Other,NA,NA,27 Mar 2017,1 Jul 2017,27 Mar 2017 - 1 Jul 2017,NA,NA,NA,100,"DRC, 2017",Zaire
adfecfbe7ce3bcc74b77ac04fe0e26d6,e82e3c93ec4f3cd59ace002f20886f0f,18104,Ebola virus,Human delay - Symptom Onset/Fever to Death,7.5,0,Days,NA,NA,Median,2.4,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,DRC,Likati,27,Mar,2017,1,Jul,2017,NA,FALSE,Symptom Onset/Fever,Death,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),Symptom Onset/Fever to Death,Symptom onset to death,Symptom onset,NA,NA,27 Mar 2017,1 Jul 2017,27 Mar 2017 - 1 Jul 2017,NA,Standard Deviation,2.4,100,"DRC, 2017",Zaire
bf52050a3784c6e98cb236fc4da87a53,9c157ac39b2b427fc636b6d820f644bc,18113,Ebola virus,Seroprevalence - IgG,2.3,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,17,724,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,Level of exposure,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,Other,3,82,724,Uganda,"Ibanda, Kamwenge, Luweero",NA,Jan,2015,NA,Feb,2015,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Sudan virus (SUDV),NA,NA,Other,NA,NA,Jan 2015,Feb 2015,Jan 2015 - Feb 2015,NA,NA,NA,100,Unspecified,Sudan
bf52050a3784c6e98cb236fc4da87a53,edfe15daf5988e3ffa73c3fb73671278,18113,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,Serology,Age;Contact with animal;Occupation,Livestock and animal herders,Not significant,Adjusted,Both,Community based,Other,3,82,724,Uganda,"Ibanda, Kamwenge, Luweero",NA,Jan,2015,NA,Feb,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,Jan 2015,Feb 2015,Jan 2015 - Feb 2015,NA,NA,NA,100,Unspecified,Unspecified
bf52050a3784c6e98cb236fc4da87a53,2211098e8b5a50769de26c2da6355467,18113,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,Serology,Household contact;Occupation;Sex,Funeral and burial services;Other,Significant,Adjusted,Both,Community based,Other,3,82,724,Uganda,"Ibanda, Kamwenge, Luweero",NA,Jan,2015,NA,Feb,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,Jan 2015,Feb 2015,Jan 2015 - Feb 2015,NA,NA,NA,100,Unspecified,Unspecified
8b8bf46da4260ba7ea6c0066e2dc4c20,1dda3df288c528a8390e9e3a56319ce7,18236,Ebola virus,Human delay - time in care (length of stay),12,0,Days,NA,NA,Mean,9.7,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,NA,22,70,13,Guinea,Nzerekore and Gouecke ETCs,14,Feb,2021,19,Jul,2021,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),NA,Admission to care to death/discharge,Admission to care,NA,NA,14 Feb 2021,19 Jul 2021,14 Feb 2021 - 19 Jul 2021,NA,Standard Deviation,9.7,100,"Guinea, 2021",Zaire
8b8bf46da4260ba7ea6c0066e2dc4c20,e6df456cb2279c2a66824b48ccb737b2,18236,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,5,0,Days,NA,NA,Median,NA,NA,3,9,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,NA,22,70,13,Guinea,Nzerekore and Gouecke ETCs,14,Feb,2021,19,Jul,2021,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),Symptom Onset/Fever to Admission to Care/Hospitalisation,Symptom onset to admission to care,Symptom onset,NA,NA,14 Feb 2021,19 Jul 2021,14 Feb 2021 - 19 Jul 2021,NA,IQR,3 - 9,100,"Guinea, 2021",Zaire
0cb0bb4ef861ab8342b8439eccfe8162,d7098029af7ba879cc51d852ae51e967,18242,Ebola virus,"Reproduction number (Effective, Re)",NA,0,No units,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,Branching process,Time,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Population based,Persons under investigation,NA,NA,NA,"Guinea, Liberia, Sierra Leone",NA,23,Mar,2014,7,Sep,2014,NA,FALSE,NA,NA,FALSE,TRUE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,23 Mar 2014,7 Sep 2014,23 Mar 2014 - 7 Sep 2014,NA,NA,NA,57.14285714285714,West Africa 2013-2016,Zaire
c5ad2151630b4d2cd4c98064f4a09e88,7e6e45835e5e9036f2bf9e5cfde97bce,18354,Ebola virus,Overdispersion,0.27,0,No units,NA,NA,Unspecified,NA,NA,0.2,0.33,95% CrI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Empirical (contact tracing),NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Contact based,Persons under investigation,NA,NA,923,DRC,Beni,31,Jul,2018,26,Apr,2020,NA,FALSE,NA,NA,FALSE,FALSE,Overdispersion,Unspecified,NA,NA,Other,NA,NA,31 Jul 2018,26 Apr 2020,31 Jul 2018 - 26 Apr 2020,NA,95% CrI,0.2 - 0.33,100,"DRC, 2018-2020",Zaire
c5ad2151630b4d2cd4c98064f4a09e88,15c748f0dd8a1f04eff5fe6594b362a0,18354,Ebola virus,Human delay - Exposure/Infection to Contacted by Contact Tracing,4,0,Days,NA,NA,Median,NA,NA,3,6,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Contact based,Persons under investigation,NA,NA,74181,DRC,Beni,31,Jul,2018,26,Apr,2020,NA,FALSE,Exposure/Infection,Contacted by Contact Tracing,FALSE,FALSE,Human delay,Unspecified,Exposure/Infection to Contacted by Contact Tracing,Exposure/infection to contacted by contact tracing,Exposure/infection,NA,NA,31 Jul 2018,26 Apr 2020,31 Jul 2018 - 26 Apr 2020,NA,IQR,3 - 6,100,"DRC, 2018-2020",Zaire
c5ad2151630b4d2cd4c98064f4a09e88,9a4a500be9a9de86be461730fa70ecd9,18354,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Other,Age;Other;Sex,NA,Significant,Not adjusted,Both,Contact based,Persons under investigation,NA,NA,74181,DRC,Beni,31,Jul,2018,26,Apr,2020,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,Loss to follow-up of contacts,NA,31 Jul 2018,26 Apr 2020,31 Jul 2018 - 26 Apr 2020,NA,NA,NA,100,"DRC, 2018-2020",Zaire
c5ad2151630b4d2cd4c98064f4a09e88,823dd5f42de55552846667790a3e48d6,18354,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Other,Age;Other;Sex,NA,Significant,Adjusted,Both,Contact based,Persons under investigation,NA,NA,74181,DRC,Beni,31,Jul,2018,26,Apr,2020,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,Loss to follow-up of contacts,NA,31 Jul 2018,26 Apr 2020,31 Jul 2018 - 26 Apr 2020,NA,NA,NA,100,"DRC, 2018-2020",Zaire
ef5ca5a50dae66fd0284cb28f47d85e5,225accc14e86e55bda4f7b15bb99500c,18371,Ebola virus,Human delay - Exposure/Infection to Admission to Care/Hospitalisation,2.4,0,Days,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,NA,Time,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra Leone,NA,28,May,2014,31,Dec,2015,NA,FALSE,Exposure/Infection,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Unspecified,Exposure/Infection to Admission to Care/Hospitalisation,Exposure/infection to admission to care,Exposure/infection,NA,NA,28 May 2014,31 Dec 2015,28 May 2014 - 31 Dec 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
ef5ca5a50dae66fd0284cb28f47d85e5,c4ecb2b7125dfd1e2f564ac4c21975e6,18371,Ebola virus,Severity - case fatality rate (CFR),0.46,0,Unspecified,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,NA,"Other, Time",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra Leone,NA,28,May,2014,31,Dec,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA,NA,Other,NA,NA,28 May 2014,31 Dec 2015,28 May 2014 - 31 Dec 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
ef5ca5a50dae66fd0284cb28f47d85e5,cc494cce21e235d10feff4b84da672a7,18371,Ebola virus,Human delay - Exposure/Infection to Death/Recovery,6,0,Days,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,NA,"Other, Time",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra Leone,NA,28,May,2014,31,Dec,2015,NA,FALSE,Exposure/Infection,Death/Recovery,FALSE,FALSE,Human delay,Unspecified,Exposure/Infection to Death/Recovery,Exposure/infection to death/recovery,Exposure/infection,NA,NA,28 May 2014,31 Dec 2015,28 May 2014 - 31 Dec 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
ef5ca5a50dae66fd0284cb28f47d85e5,dc6cb927d80f7e075c238a7a2068ecce,18371,Ebola virus,Human delay - Admission to Care/Hospitalisation to Death/Recovery,6.2,0,Days,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,NA,Time,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sierra Leone,NA,28,May,2014,31,Dec,2015,NA,FALSE,Admission to Care/Hospitalisation,Death/Recovery,FALSE,FALSE,Human delay,Unspecified,Admission to Care/Hospitalisation to Death/Recovery,Admission to care to death/recovery,Admission to care,NA,NA,28 May 2014,31 Dec 2015,28 May 2014 - 31 Dec 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
7499d454a6f9385a5406d9ad37540461,6756a733f5763ab21e2dbb1db002e83c,18372,Ebola virus,Reproduction number (Basic R0),1.08,0,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2791,DRC,North Kivu,5,Aug,2018,2,Feb,2020,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,5 Aug 2018,2 Feb 2020,5 Aug 2018 - 2 Feb 2020,NA,NA,NA,71.42857142857143,"DRC, 2018-2020",Zaire
7499d454a6f9385a5406d9ad37540461,423ae489397ffb583ab39ccc256d83d0,18372,Ebola virus,Severity - case fatality rate (CFR),NA,0,NA,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,Time,TRUE,TRUE,NA,NA,NA,NA,NA,NA,Hospital based,NA,NA,NA,2791,DRC,North Kivu,5,Aug,2018,2,Feb,2020,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA,NA,Other,NA,NA,5 Aug 2018,2 Feb 2020,5 Aug 2018 - 2 Feb 2020,0.5 - 0.8,NA,NA,71.42857142857143,"DRC, 2018-2020",Zaire
7499d454a6f9385a5406d9ad37540461,a43ce91918270a9b329556af763d0693,18372,Ebola virus,Severity - case fatality rate (CFR),NA,0,NA,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,Time,TRUE,TRUE,NA,NA,NA,NA,NA,NA,Community based,NA,NA,NA,2791,DRC,North Kivu,5,Aug,2018,2,Feb,2020,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA,NA,Other,NA,NA,5 Aug 2018,2 Feb 2020,5 Aug 2018 - 2 Feb 2020,0.5 - 0.8,NA,NA,71.42857142857143,"DRC, 2018-2020",Zaire
7499d454a6f9385a5406d9ad37540461,1cf656584b9aa0ae52d776b2be5152f2,18372,Ebola virus,Human delay - time in care (length of stay),NA,0,Days,4.6,8.2,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Time,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DRC,NA,5,Aug,2018,2,Feb,2020,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA,Admission to care to death/discharge,Admission to care,NA,NA,5 Aug 2018,2 Feb 2020,5 Aug 2018 - 2 Feb 2020,4.6 - 8.2,NA,NA,71.42857142857143,"DRC, 2018-2020",Zaire
d19ecc3ba3d245848023b19bd2c3dcf5,60c30d4180f5b78b866985f6a0a45cb8,18486,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Other,NA,Significant,Adjusted,NA,NA,Other,NA,NA,NA,Sierra Leone,Freetown,15,Dec,2014,30,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,15 Dec 2014,30 Apr 2015,15 Dec 2014 - 30 Apr 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
8717b99d340a7f3d432968df29d51404,6eb81e05c3bd5fcf34bfc1ac59c4cdb0,18535,Ebola virus,Reproduction number (Basic R0),2.98,0,No units,NA,NA,Mean,NA,NA,2.11,4.36,95% CrI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Next generation matrix,Occupation,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DRC,NA,NA,NA,1995,NA,NA,1995,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,1995,1995,1995,NA,95% CrI,2.11 - 4.36,100,"DRC, 1995",Zaire
74b625f099de1843651ff428b594a0ec,e2a59f5aa40ddbdfb600792e1c1aba35,18536,Ebola virus,Human delay - serial interval,12.3,0,Days,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guinea,NA,NA,Dec,2013,NA,Jun,2016,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA,Serial interval,Infection process,NA,NA,Dec 2013,Jun 2016,Dec 2013 - Jun 2016,NA,NA,NA,100,West Africa 2013-2016,Zaire
74b625f099de1843651ff428b594a0ec,74768a019e20509d6663b1a402a1e0f6,18536,Ebola virus,Reproduction number (Basic R0),0.89,0,No units,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Empirical (contact tracing),Disease generation,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guinea,NA,NA,Dec,2013,NA,Mar,2016,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,Dec 2013,Mar 2016,Dec 2013 - Mar 2016,NA,NA,NA,100,West Africa 2013-2016,Zaire
74b625f099de1843651ff428b594a0ec,af61cdacd3d2dce22d60a80ad8500332,18536,Ebola virus,Overdispersion,0.31,0,No units,NA,NA,Mean,NA,NA,0.25,0.37,95% CI,NA,NA,Negative-Binomial,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Empirical (contact tracing),NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guinea,NA,NA,Dec,2013,NA,Mar,2016,NA,FALSE,NA,NA,FALSE,FALSE,Overdispersion,Unspecified,NA,NA,Other,NA,NA,Dec 2013,Mar 2016,Dec 2013 - Mar 2016,NA,95% CI,0.25 - 0.37,100,West Africa 2013-2016,Zaire
74b625f099de1843651ff428b594a0ec,3bed15f7789c6b9da4a1483d07842113,18536,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Other,Age;Funeral;Hospitalisation;Other,NA,Significant,Adjusted,NA,NA,NA,NA,NA,NA,Guinea,NA,NA,Dec,2013,NA,Mar,2016,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,Onward transmission,NA,Dec 2013,Mar 2016,Dec 2013 - Mar 2016,NA,NA,NA,100,West Africa 2013-2016,Zaire
74b625f099de1843651ff428b594a0ec,903d52f749ce4a4559068bd57612e1d2,18536,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Other,Other,NA,Not significant,Adjusted,NA,NA,NA,NA,NA,NA,Guinea,NA,NA,Dec,2013,NA,Mar,2016,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,Onward transmission,NA,Dec 2013,Mar 2016,Dec 2013 - Mar 2016,NA,NA,NA,100,West Africa 2013-2016,Zaire
ea2b9888dc485d103e15843c34131fc4,cd2f07f9c65690f91d28a9dc29e8b90b,18600,Ebola virus,Seroprevalence - IgG,1.8,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,9,500,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,"Age, Other, Region, Sex, Symptoms",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Other,Other,NA,NA,500,Tanzania,NA,NA,Jun,2018,NA,Nov,2018,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Unspecified,NA,NA,Other,NA,NA,Jun 2018,Nov 2018,Jun 2018 - Nov 2018,NA,NA,NA,80,Unspecified,Unspecified
ea2b9888dc485d103e15843c34131fc4,a03af4ebe2dd1910fbc3eb228608a0ef,18600,Ebola virus,Seroprevalence - IgM,1.6,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,8,500,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,"Age, Other, Region, Sex, Symptoms",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Other,Other,NA,NA,500,Tanzania,NA,NA,Jun,2018,NA,Nov,2018,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Unspecified,NA,NA,Other,NA,NA,Jun 2018,Nov 2018,Jun 2018 - Nov 2018,NA,NA,NA,80,Unspecified,Unspecified
ea2b9888dc485d103e15843c34131fc4,37dab15556ef5d448e75207426bcc3a4,18600,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Serology,Contact with animal,NA,Significant,Adjusted,Both,Other,Other,NA,NA,500,Tanzania,NA,NA,Jun,2018,NA,Nov,2018,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,Jun 2018,Nov 2018,Jun 2018 - Nov 2018,NA,NA,NA,80,Unspecified,Unspecified
f15283cb75ec102dab411b8d80842d76,50ad26cca03f766ba38dec205431fb15,18601,Ebola virus,Seroprevalence - IgM,0.9,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,3,308,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,"Age, Region, Sex",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Other,NA,NA,308,Tanzania,NA,NA,Jun,2018,NA,Nov,2018,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Unspecified,NA,NA,Other,NA,NA,Jun 2018,Nov 2018,Jun 2018 - Nov 2018,NA,NA,NA,80,Unspecified,Unspecified
17eca2982fb8786d80657116dd2d8845,ed57997661b96e2426f741222561f5c5,18605,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Other,Other,NA,Significant,Not adjusted,Both,Hospital based,Persons under investigation,NA,NA,385,DRC,"North Kivu, Ituri",7,Dec,2018,29,Jan,2020,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA,NA,Other,Onset to admission delay,NA,7 Dec 2018,29 Jan 2020,7 Dec 2018 - 29 Jan 2020,NA,NA,NA,80,"DRC, 2018-2020",Zaire
17eca2982fb8786d80657116dd2d8845,f49b682b4db23a01ba4688853c8050d9,18605,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Other,Other,NA,Significant,Not adjusted,Both,Hospital based,Persons under investigation,NA,NA,193,DRC,"North Kivu, Ituri",7,Dec,2018,29,Jan,2020,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA,NA,Other,Length of stay,NA,7 Dec 2018,29 Jan 2020,7 Dec 2018 - 29 Jan 2020,NA,NA,NA,80,"DRC, 2018-2020",Zaire
17eca2982fb8786d80657116dd2d8845,f4a957602a2acf4383914da1cf35e5e0,18605,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,5,0,Days,NA,NA,Median,NA,NA,3,7,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,248,DRC,"North Kivu, Ituri",7,Dec,2018,29,Jan,2020,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),Symptom Onset/Fever to Admission to Care/Hospitalisation,Symptom onset to admission to care,Symptom onset,NA,NA,7 Dec 2018,29 Jan 2020,7 Dec 2018 - 29 Jan 2020,NA,IQR,3 - 7,80,"DRC, 2018-2020",Zaire
17eca2982fb8786d80657116dd2d8845,29a5833a8b2c7bbdd078c0174a2a3309,18605,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,2,0,Days,NA,NA,Median,NA,NA,1,4,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,137,DRC,"North Kivu, Ituri",7,Dec,2018,29,Jan,2020,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Zaire Ebola virus (EBOV),Symptom Onset/Fever to Admission to Care/Hospitalisation,Symptom onset to admission to care,Symptom onset,NA,NA,7 Dec 2018,29 Jan 2020,7 Dec 2018 - 29 Jan 2020,NA,IQR,1 - 4,80,"DRC, 2018-2020",Zaire
